rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,time/episodes,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef_loss,train/ent_coef
247.75692117000003,6856,5,236.32,38855,195,226871234560.0,0.003,775080,-8116848.125,-0.4317764103412628,17201.49375
246.56626917000006,6880,5,236.36,38973,196,231243100160.0,0.003,777440,-7916567.575,-1.1769151106476783,17349.18837890625
244.54641340000006,6908,5,236.33,39101,197,229999754444.8,0.003,780000,-7771811.675,-0.8247527986764908,17087.04892578125
251.62674133000007,7037,5,241.78,39755,198,265540947148.8,0.003,793080,-7431195.65,-0.48643133640289304,17007.10810546875
250.63713429000003,7082,5,242.4,39994,199,281957980569.6,0.003,797860,-7255137.9,-0.1086652159690857,19258.95361328125
252.94214675000003,7132,5,243.51,40274,200,294479278899.2,0.003,803460,-7757380.925,0.18062290102243422,19929.3146484375
251.90275929,7175,5,242.29,40514,201,274005476966.4,0.003,808260,-7662447.575,0.5960243999958038,17675.8544921875
251.43314144000004,7213,5,242.08,40731,202,257752385126.4,0.003,812600,-7258017.25,0.20365611612796783,16831.31484375
252.54976136000005,7240,5,242.64,40883,203,267475107840.0,0.003,815640,-7149782.55,-0.43214330971241,16866.39677734375
257.61792151000003,7307,5,245.72,41253,204,371535957196.8,0.003,823040,-8451910.95,0.01712179183959961,28754.27568359375
256.24951402000005,7334,5,245.73,41393,205,394989935001.6,0.003,825840,-10367518.05,1.7044045850634575,28084.148046875
259.75979893,7450,5,250.42,42001,206,262206826086.4,0.003,838000,-8946881.3,-1.4643449932336807,15773.57060546875
259.00166417,7513,5,252.1,42336,207,255879932313.6,0.003,844700,-8252219.225,-0.06219469904899597,15951.18974609375
261.27310148,7582,5,254.08,42711,208,211087188787.2,0.003,852200,-7628988.65,-0.7966549754142761,14486.8693359375
261.38742393999996,7611,5,253.82,42859,209,201531825356.8,0.003,855160,-7362979.35,1.2669050574302674,15497.987255859374
265.39763219,7662,5,255.41,43129,210,217560095948.8,0.003,860560,-7119130.2,0.20775003731250763,16957.71328125
274.77079462999995,7781,5,262.03,43907,211,241757386342.4,0.003,876120,-7733695.675,-0.15578043162822724,17190.84814453125
275.57187870999996,7800,5,260.54,44012,212,247529721856.0,0.003,878220,-7919892.325,0.9543927788734436,17969.51337890625
277.66755246,7857,5,262.02,44371,213,235382523494.4,0.003,885400,-8155383.375,-0.3616469919681549,17388.3771484375
275.32519052000004,7893,5,259.35,44593,214,226903051468.8,0.003,889840,-8134542.25,0.27158907800912857,18032.47470703125
274.51620748,7914,5,257.94,44712,215,216274513100.8,0.003,892220,-7857813.55,3.2853981226682665,17933.7119140625
277.90294977,7976,5,259.46,45083,216,230984402534.4,0.003,899640,-7691056.0,-2.7187098070979117,15249.419091796875
274.6022594,7995,5,256.86,45200,217,243954315264.0,0.003,901980,-7643222.7,1.210150358080864,16227.417529296876
278.28582673,8081,5,259.45,45663,218,703877500108.8,0.003,911240,-10443665.6,1.14275963306427,22989.15546875
